# LSST_U_Mag LSST_G_Mag LSST_R_Mag LSST_I_Mag LSST_Z_Mag LSST_Y4_Mag Temperature Gravity Metallicity
1.978923797607421875e+00 4.655675888061523438e-01 -1.329316496849060059e-01 -3.434677124023437500e-01 -4.252347946166992188e-01 -2.519748210906982422e-01 5.107000000000000000e+03 4.349999999999999645e+00 -8.000000000000000444e-01
1.989070892333984375e+00 4.642825126647949219e-01 -1.335597634315490723e-01 -3.432643413543701172e-01 -4.255213737487792969e-01 -2.521405220031738281e-01 5.107000000000000000e+03 4.349999999999999645e+00 -7.500000000000000000e-01
2.014721870422363281e+00 4.693560600280761719e-01 -1.348054409027099609e-01 -3.440752029418945312e-01 -4.261376857757568359e-01 -2.526595592498779297e-01 5.107000000000000000e+03 4.349999999999999645e+00 -6.999999999999999556e-01
2.038374900817871094e+00 4.688284397125244141e-01 -1.359989643096923828e-01 -3.450984954833984375e-01 -4.275476932525634766e-01 -2.560756206512451172e-01 5.107000000000000000e+03 4.349999999999999645e+00 -6.499999999999999112e-01
2.048127174377441406e+00 4.685771465301513672e-01 -1.365097761154174805e-01 -3.452725410461425781e-01 -4.261553287506103516e-01 -2.512211799621582031e-01 5.107000000000000000e+03 4.349999999999999645e+00 -5.999999999999998668e-01
2.073291778564453125e+00 4.726405143737792969e-01 -1.379948258399963379e-01 -3.471122980117797852e-01 -4.252052307128906250e-01 -2.509002685546875000e-01 5.107000000000000000e+03 4.349999999999999645e+00 -5.499999999999998224e-01
2.095766067504882812e+00 4.770772457122802734e-01 -1.397216916084289551e-01 -3.483923673629760742e-01 -4.273066520690917969e-01 -2.525701522827148438e-01 5.107000000000000000e+03 4.349999999999999645e+00 -4.999999999999997780e-01
2.118984222412109375e+00 4.792551994323730469e-01 -1.404438614845275879e-01 -3.495351076126098633e-01 -4.301819801330566406e-01 -2.536771297454833984e-01 5.107000000000000000e+03 4.349999999999999645e+00 -4.499999999999997335e-01
2.136027812957763672e+00 4.829447269439697266e-01 -1.418037712574005127e-01 -3.520604372024536133e-01 -4.294178485870361328e-01 -2.528412342071533203e-01 5.107000000000000000e+03 4.349999999999999645e+00 -3.999999999999996891e-01
2.155511379241943359e+00 4.862403869628906250e-01 -1.430714428424835205e-01 -3.517408370971679688e-01 -4.328591823577880859e-01 -2.540788650512695312e-01 5.107000000000000000e+03 4.349999999999999645e+00 -3.499999999999996447e-01
