# LSST_U_Mag LSST_G_Mag LSST_R_Mag LSST_I_Mag LSST_Z_Mag LSST_Y4_Mag Temperature Gravity Metallicity
9.127370354152201104e-01 -1.725113128453001007e-02 -5.240098193056200171e-02 3.602269743741588238e-03 8.955864576892701157e-02 3.140380516294300484e-01 7.438000000000000000e+03 4.049999999999999822e+00 -1.500000000000000000e+00
9.144582845061801635e-01 -1.751708408682020601e-02 -5.251214236453800172e-02 3.984806305689006685e-03 9.028071094512500616e-02 3.146654950516800109e-01 7.438000000000000000e+03 4.049999999999999822e+00 -1.449999999999999956e+00
9.165231963024000894e-01 -1.831299862972860654e-02 -5.236588395904599735e-02 4.887551258273786434e-03 9.141827876273800335e-02 3.155928312273100222e-01 7.438000000000000000e+03 4.049999999999999822e+00 -1.399999999999999911e+00
9.188395605403100186e-01 -1.844219893385200607e-02 -5.255925195556500340e-02 5.100524779112007058e-03 9.201119659231700443e-02 3.161351268824699745e-01 7.438000000000000000e+03 4.049999999999999822e+00 -1.349999999999999867e+00
9.210293045226101150e-01 -1.853031826455200926e-02 -5.275997575422499558e-02 5.297588754234206984e-03 9.253751437751700504e-02 3.166033063726699792e-01 7.438000000000000000e+03 4.049999999999999822e+00 -1.299999999999999822e+00
9.232190485049101003e-01 -1.861843759525200898e-02 -5.296069955288500164e-02 5.494652729356406910e-03 9.306383216271701952e-02 3.170714858628700394e-01 7.438000000000000000e+03 4.049999999999999822e+00 -1.249999999999999778e+00
9.254087924872099746e-01 -1.870655692595200870e-02 -5.316142335154500076e-02 5.691716704478607704e-03 9.359014994791700626e-02 3.175396653530699886e-01 7.438000000000000000e+03 4.049999999999999822e+00 -1.199999999999999734e+00
9.275985364695100710e-01 -1.879467625665200842e-02 -5.336214715020500682e-02 5.888780679600807630e-03 9.411646773311702074e-02 3.180078448432699934e-01 7.438000000000000000e+03 4.049999999999999822e+00 -1.149999999999999689e+00
9.297882804518101674e-01 -1.888279558735200467e-02 -5.356287094886500594e-02 6.085844654723006689e-03 9.464278551831700748e-02 3.184760243334699981e-01 7.438000000000000000e+03 4.049999999999999822e+00 -1.099999999999999645e+00
9.319780244341100417e-01 -1.897091491805200439e-02 -5.376359474752500506e-02 6.282908629845207482e-03 9.516910330351702196e-02 3.189442038236700583e-01 7.438000000000000000e+03 4.049999999999999822e+00 -1.049999999999999600e+00
9.341677684164101381e-01 -1.905903424875200411e-02 -5.396431854618500418e-02 6.479972604967408276e-03 9.569542108871702257e-02 3.194123833138700630e-01 7.438000000000000000e+03 4.049999999999999822e+00 -9.999999999999995559e-01
9.373497249237101592e-01 -1.910595812382200401e-02 -5.429972524390500738e-02 6.714285525187408711e-03 9.639023623692702381e-02 3.200409213776700401e-01 7.438000000000000000e+03 4.049999999999999822e+00 -9.499999999999995115e-01
9.405316814310100693e-01 -1.915288199889200391e-02 -5.463513194162501058e-02 6.948598445407408279e-03 9.708505138513702504e-02 3.206694594414700727e-01 7.438000000000000000e+03 4.049999999999999822e+00 -8.999999999999994671e-01
9.121059574940200143e-01 -1.996113035303000854e-02 -5.172617988344199724e-02 6.362151684309787572e-03 9.351346914125699405e-02 3.177201239021300028e-01 7.458000000000000000e+03 4.049999999999999822e+00 -1.500000000000000000e+00
9.137922998814199671e-01 -2.016002382999000642e-02 -5.187012523897199801e-02 6.678393441069787814e-03 9.418273464145700269e-02 3.183095939889299952e-01 7.458000000000000000e+03 4.049999999999999822e+00 -1.449999999999999956e+00
9.155135489723801312e-01 -2.042597663228020582e-02 -5.198128567294799801e-02 7.060930003017207995e-03 9.490479981765501116e-02 3.189370374111800133e-01 7.458000000000000000e+03 4.049999999999999822e+00 -1.399999999999999911e+00
9.175784607686000571e-01 -2.122189117518860635e-02 -5.183502726745599365e-02 7.963674955601985142e-03 9.604236763526799447e-02 3.198643735868099691e-01 7.458000000000000000e+03 4.049999999999999822e+00 -1.349999999999999867e+00
9.198948250065100973e-01 -2.135109147931200588e-02 -5.202839526397499970e-02 8.176648476440206634e-03 9.663528546484700943e-02 3.204066692419700324e-01 7.458000000000000000e+03 4.049999999999999822e+00 -1.299999999999999822e+00
9.220845689888101937e-01 -2.143921081001200907e-02 -5.222911906263499882e-02 8.373712451562405693e-03 9.716160325004701004e-02 3.208748487321699816e-01 7.458000000000000000e+03 4.049999999999999822e+00 -1.249999999999999778e+00
9.242743129711099570e-01 -2.152733014071200532e-02 -5.242984286129499794e-02 8.570776426684606486e-03 9.768792103524701065e-02 3.213430282223699863e-01 7.458000000000000000e+03 4.049999999999999822e+00 -1.199999999999999734e+00
9.264640569534101644e-01 -2.161544947141200504e-02 -5.263056665995499706e-02 8.767840401806807279e-03 9.821423882044701126e-02 3.218112077125699910e-01 7.458000000000000000e+03 4.049999999999999822e+00 -1.149999999999999689e+00
9.286538009357099277e-01 -2.170356880211200476e-02 -5.283129045861499617e-02 8.964904376929006338e-03 9.874055660564701187e-02 3.222793872027699957e-01 7.458000000000000000e+03 4.049999999999999822e+00 -1.099999999999999645e+00
9.308435449180101351e-01 -2.179168813281200448e-02 -5.303201425727500223e-02 9.161968352051207132e-03 9.926687439084699860e-02 3.227475666929700560e-01 7.458000000000000000e+03 4.049999999999999822e+00 -1.049999999999999600e+00
9.330332889003100094e-01 -2.187980746351200420e-02 -5.323273805593499441e-02 9.359032327173407925e-03 9.979319217604701309e-02 3.232157461831700052e-01 7.458000000000000000e+03 4.049999999999999822e+00 -9.999999999999995559e-01
9.362152454076100305e-01 -2.192673133858200410e-02 -5.356814475365500455e-02 9.593345247393407493e-03 1.004880073242570004e-01 3.238442842469700378e-01 7.458000000000000000e+03 4.049999999999999822e+00 -9.499999999999995115e-01
9.393972019149101627e-01 -2.197365521365200400e-02 -5.390355145137500775e-02 9.827658167613407061e-03 1.011828224724670156e-01 3.244728223107700149e-01 7.458000000000000000e+03 4.049999999999999822e+00 -8.999999999999994671e-01
9.114748795728200292e-01 -2.267112942153001048e-02 -5.105137783632199971e-02 9.122033624877989508e-03 9.746829251358700430e-02 3.214021961748300127e-01 7.478000000000000000e+03 4.049999999999999822e+00 -1.500000000000000000e+00
9.131612219602200931e-01 -2.287002289849000836e-02 -5.119532319185200048e-02 9.438275381637989750e-03 9.813755801378701293e-02 3.219916662616300052e-01 7.478000000000000000e+03 4.049999999999999822e+00 -1.449999999999999956e+00
9.148475643476200458e-01 -2.306891637545000970e-02 -5.133926854738200124e-02 9.754517138397989992e-03 9.880682351398700769e-02 3.225811363484299976e-01 7.478000000000000000e+03 4.049999999999999822e+00 -1.399999999999999911e+00
9.165688134385800989e-01 -2.333486917774020911e-02 -5.145042898135800125e-02 1.013705370034540844e-02 9.952888869018500229e-02 3.232085797706800157e-01 7.478000000000000000e+03 4.049999999999999822e+00 -1.349999999999999867e+00
9.186337252348000249e-01 -2.413078372064860963e-02 -5.130417057586600382e-02 1.103979865293018732e-02 1.006664565077980134e-01 3.241359159463099715e-01 7.478000000000000000e+03 4.049999999999999822e+00 -1.299999999999999822e+00
9.209500894727100651e-01 -2.425998402477200222e-02 -5.149753857238500293e-02 1.125277217376840708e-02 1.012593743373770144e-01 3.246782116014699793e-01 7.478000000000000000e+03 4.049999999999999822e+00 -1.249999999999999778e+00
9.231398334550100504e-01 -2.434810335547200541e-02 -5.169826237104499511e-02 1.144983614889060614e-02 1.017856921225770150e-01 3.251463910916699840e-01 7.478000000000000000e+03 4.049999999999999822e+00 -1.199999999999999734e+00
9.253295774373100357e-01 -2.443622268617200513e-02 -5.189898616970500811e-02 1.164690012401280693e-02 1.023120099077770156e-01 3.256145705818699887e-01 7.478000000000000000e+03 4.049999999999999822e+00 -1.149999999999999689e+00
9.275193214196101321e-01 -2.452434201687200485e-02 -5.209970996836500029e-02 1.184396409913500772e-02 1.028383276929770163e-01 3.260827500720699934e-01 7.478000000000000000e+03 4.049999999999999822e+00 -1.099999999999999645e+00
9.297090654019100064e-01 -2.461246134757200457e-02 -5.230043376702500635e-02 1.204102807425720678e-02 1.033646454781770030e-01 3.265509295622699981e-01 7.478000000000000000e+03 4.049999999999999822e+00 -1.049999999999999600e+00
9.318988093842101028e-01 -2.470058067827200429e-02 -5.250115756568500547e-02 1.223809204937940757e-02 1.038909632633770314e-01 3.270191090524700028e-01 7.478000000000000000e+03 4.049999999999999822e+00 -9.999999999999995559e-01
9.350807658915101239e-01 -2.474750455334200419e-02 -5.283656426340500173e-02 1.247240496959940888e-02 1.045857784115870187e-01 3.276476471162699799e-01 7.478000000000000000e+03 4.049999999999999822e+00 -9.499999999999995115e-01
9.382627223988100340e-01 -2.479442842841200409e-02 -5.317197096112500493e-02 1.270671788981940845e-02 1.052805935597970199e-01 3.282761851800700126e-01 7.478000000000000000e+03 4.049999999999999822e+00 -8.999999999999994671e-01
9.108438016516200442e-01 -2.538112849003000548e-02 -5.037657578920199525e-02 1.188191556544618797e-02 1.014231158859170007e-01 3.250842684475300226e-01 7.498000000000000000e+03 4.049999999999999822e+00 -1.500000000000000000e+00
9.125301440390201080e-01 -2.558002196699001030e-02 -5.052052114473199601e-02 1.219815732220618822e-02 1.020923813861170093e-01 3.256737385343300151e-01 7.498000000000000000e+03 4.049999999999999822e+00 -1.449999999999999956e+00
