# LSST_U_Mag LSST_G_Mag LSST_R_Mag LSST_I_Mag LSST_Z_Mag LSST_Y4_Mag Temperature Gravity Metallicity
9.122703087050432202e-01 -1.849055337521576803e-02 -5.183623490192701411e-02 4.605837627885023267e-03 9.056638669855487933e-02 3.145009015286888143e-01 7.438000000000000000e+03 4.049999999999999822e+00 -1.500000000000000000e+00
9.120975212916526687e-01 -1.861206251362546027e-02 -5.185443788928623121e-02 4.825395813981003812e-03 9.090684664403170245e-02 3.143452782417810454e-01 7.438000000000000000e+03 4.049999999999999822e+00 -1.449999999999999956e+00
9.122880022712962500e-01 -1.873623485133180111e-02 -5.189870203134461235e-02 5.049174036962256196e-03 9.128762402220047534e-02 3.142939186138917762e-01 7.438000000000000000e+03 4.049999999999999822e+00 -1.399999999999999911e+00
9.129456407999896328e-01 -1.886193143548098305e-02 -5.197668915424813463e-02 5.275781229798326422e-03 9.171688046980364106e-02 3.143785228494380135e-01 7.438000000000000000e+03 4.049999999999999822e+00 -1.349999999999999867e+00
9.141481832176481248e-01 -1.898752659580793534e-02 -5.209452989573826187e-02 5.503672819834548591e-03 9.220016140865539001e-02 3.146220164527235852e-01 7.438000000000000000e+03 4.049999999999999822e+00 -1.299999999999999822e+00
9.159450390237324768e-01 -1.911094035842353378e-02 -5.225664586950884427e-02 5.731167562402106341e-03 9.274019597016547323e-02 3.150379200200603691e-01 7.438000000000000000e+03 4.049999999999999822e+00 -1.249999999999999778e+00
9.183557780309854479e-01 -1.922968359321686194e-02 -5.246561202144839342e-02 5.956468016840688051e-03 9.333676534915014145e-02 3.156299524436576576e-01 7.438000000000000000e+03 4.049999999999999822e+00 -1.199999999999999734e+00
9.213693633935022831e-01 -1.934091504035961862e-02 -5.272206334434770270e-02 6.177684131870364581e-03 9.398664387811095366e-02 3.163918792081190645e-01 7.438000000000000000e+03 4.049999999999999822e+00 -1.149999999999999689e+00
9.249441452955693421e-01 -1.944150809883637976e-02 -5.302464890930380648e-02 6.392859577445619834e-03 9.468361527977720016e-02 3.173076107254075851e-01 7.438000000000000000e+03 4.049999999999999822e+00 -1.099999999999999645e+00
9.290086191992870113e-01 -1.952812604480413938e-02 -5.337003495461800640e-02 6.600000328603528033e-03 9.541856445137852916e-02 3.183515484944834384e-01 7.438000000000000000e+03 4.049999999999999822e+00 -1.049999999999999600e+00
9.334629316139100297e-01 -1.959730314339225288e-02 -5.375295734910068290e-02 6.797104919954222169e-03 9.617964276678492297e-02 3.194891705473708043e-01 7.438000000000000000e+03 4.049999999999999822e+00 -9.999999999999995559e-01
9.381810957263923001e-01 -1.964552974325073365e-02 -5.416632240728347369e-02 6.982195719231754083e-03 9.695250351144579781e-02 3.206778405873222937e-01 7.438000000000000000e+03 4.049999999999999822e+00 -9.499999999999995115e-01
9.430138597722219629e-01 -1.966933872367349068e-02 -5.460135371585117525e-02 7.153350522948187518e-03 9.772060133748539101e-02 3.218678195339848003e-01 7.438000000000000000e+03 4.049999999999999822e+00 -8.999999999999994671e-01
9.116813819388127627e-01 -2.135163412802398852e-02 -5.111045600367347674e-02 7.461591674299938859e-03 9.462676584489315701e-02 3.183346469516123989e-01 7.458000000000000000e+03 4.049999999999999822e+00 -1.500000000000000000e+00
9.114610249120183028e-01 -2.147328494675804222e-02 -5.112732032359801337e-02 7.683510212757482805e-03 9.497122387624301609e-02 3.181818199916932599e-01 7.458000000000000000e+03 4.049999999999999822e+00 -1.449999999999999956e+00
9.116041445052118775e-01 -2.160041869373685586e-02 -5.116941004480324295e-02 7.912306706117533395e-03 9.535961337068954435e-02 3.181364781342921333e-01 7.458000000000000000e+03 4.049999999999999822e+00 -1.399999999999999911e+00
9.122144923676884787e-01 -2.173199221070376552e-02 -5.124432389551358824e-02 8.146633532433611435e-03 9.580006578201505363e-02 3.182302957171430080e-01 7.458000000000000000e+03 4.049999999999999822e+00 -1.349999999999999867e+00
9.133696723750261981e-01 -2.186636065015790109e-02 -5.135815941542176688e-02 8.384876910731975386e-03 9.629793724866431148e-02 3.184860251291610211e-01 7.458000000000000000e+03 4.049999999999999822e+00 -1.299999999999999822e+00
