# LSST_U_Mag LSST_G_Mag LSST_R_Mag LSST_I_Mag LSST_Z_Mag LSST_Y4_Mag Temperature Gravity Metallicity
3.228919982910156250e+00 9.130706787109375000e-01 -1.264342069625854492e-01 -5.306630134582519531e-01 -7.244040369987487793e-01 -6.107645630836486816e-01 4.237000000000000000e+03 4.530000000000000249e+00 -8.000000000000000444e-01
3.250247955322265625e+00 9.162793159484863281e-01 -1.266925334930419922e-01 -5.309423208236694336e-01 -7.252693176269531250e-01 -6.121603846549987793e-01 4.237000000000000000e+03 4.530000000000000249e+00 -7.500000000000000000e-01
3.254116058349609375e+00 9.191536903381347656e-01 -1.265586614608764648e-01 -5.322059392929077148e-01 -7.268569469451904297e-01 -6.137379705905914307e-01 4.237000000000000000e+03 4.530000000000000249e+00 -6.999999999999999556e-01
3.290061950683593750e+00 9.237079620361328125e-01 -1.268904209136962891e-01 -5.338245630264282227e-01 -7.292114496231079102e-01 -6.158832013607025146e-01 4.237000000000000000e+03 4.530000000000000249e+00 -6.499999999999999112e-01
3.284233093261718750e+00 9.246335029602050781e-01 -1.257582902908325195e-01 -5.344237089157104492e-01 -7.310625016689300537e-01 -6.179578006267547607e-01 4.237000000000000000e+03 4.530000000000000249e+00 -5.999999999999998668e-01
3.347473144531250000e+00 9.351081848144531250e-01 -1.278398036956787109e-01 -5.376349687576293945e-01 -7.341747879981994629e-01 -6.206168532371520996e-01 4.237000000000000000e+03 4.530000000000000249e+00 -5.499999999999998224e-01
3.348260879516601562e+00 9.394083023071289062e-01 -1.265199184417724609e-01 -5.381689667701721191e-01 -7.369168400764465332e-01 -6.234000921249389648e-01 4.237000000000000000e+03 4.530000000000000249e+00 -4.999999999999997780e-01
3.372770309448242188e+00 9.418692588806152344e-01 -1.267580986022949219e-01 -5.405785441398620605e-01 -7.401312589645385742e-01 -6.263151466846466064e-01 4.237000000000000000e+03 4.530000000000000249e+00 -4.499999999999997335e-01
3.367694854736328125e+00 9.457485675811767578e-01 -1.260212659835815430e-01 -5.421801805496215820e-01 -7.426690757274627686e-01 -6.290628761053085327e-01 4.237000000000000000e+03 4.530000000000000249e+00 -3.999999999999996891e-01
3.422855377197265625e+00 9.514503479003906250e-01 -1.264065504074096680e-01 -5.436663031578063965e-01 -7.456193566322326660e-01 -6.316600292921066284e-01 4.237000000000000000e+03 4.530000000000000249e+00 -3.499999999999996447e-01
3.409297943115234375e+00 9.519667625427246094e-01 -1.249562501907348633e-01 -5.447635054588317871e-01 -7.480515837669372559e-01 -6.340659260749816895e-01 4.237000000000000000e+03 4.530000000000000249e+00 -2.999999999999996003e-01
3.418571472167968750e+00 9.563219547271728516e-01 -1.244488954544067383e-01 -5.457136631011962891e-01 -7.499906122684478760e-01 -6.361744105815887451e-01 4.237000000000000000e+03 4.530000000000000249e+00 -2.499999999999995559e-01
3.425136566162109375e+00 9.578030109405517578e-01 -1.240527033805847168e-01 -5.472438931465148926e-01 -7.515580058097839355e-01 -6.376368850469589233e-01 4.237000000000000000e+03 4.530000000000000249e+00 -1.999999999999995115e-01
3.183933258056640625e+00 9.013533592224121094e-01 -1.286597251892089844e-01 -5.252648591995239258e-01 -7.154890298843383789e-01 -6.003366410732269287e-01 4.257000000000000000e+03 4.530000000000000249e+00 -8.000000000000000444e-01
3.237804412841796875e+00 9.058947563171386719e-01 -1.305921077728271484e-01 -5.275602340698242188e-01 -7.167272567749023438e-01 -6.015195846557617188e-01 4.257000000000000000e+03 4.530000000000000249e+00 -7.500000000000000000e-01
3.214714050292968750e+00 9.083042144775390625e-01 -1.290879249572753906e-01 -5.269956588745117188e-01 -7.181087136268615723e-01 -6.031204462051391602e-01 4.257000000000000000e+03 4.530000000000000249e+00 -6.999999999999999556e-01
3.279979705810546875e+00 9.097738265991210938e-01 -1.300059556961059570e-01 -5.287171602249145508e-01 -7.198961675167083740e-01 -6.049398481845855713e-01 4.257000000000000000e+03 4.530000000000000249e+00 -6.499999999999999112e-01
3.268413543701171875e+00 9.113855361938476562e-01 -1.293047666549682617e-01 -5.295338630676269531e-01 -7.220820486545562744e-01 -6.070742607116699219e-01 4.257000000000000000e+03 4.530000000000000249e+00 -5.999999999999998668e-01
3.291854858398437500e+00 9.191384315490722656e-01 -1.298054456710815430e-01 -5.318304300308227539e-01 -7.246589064598083496e-01 -6.095477342605590820e-01 4.257000000000000000e+03 4.530000000000000249e+00 -5.499999999999998224e-01
3.319225311279296875e+00 9.232172966003417969e-01 -1.297485828399658203e-01 -5.333435535430908203e-01 -7.275855839252471924e-01 -6.121119856834411621e-01 4.257000000000000000e+03 4.530000000000000249e+00 -4.999999999999997780e-01
3.350727081298828125e+00 9.278163909912109375e-01 -1.306757926940917969e-01 -5.358553528785705566e-01 -7.303943634033203125e-01 -6.147944629192352295e-01 4.257000000000000000e+03 4.530000000000000249e+00 -4.499999999999997335e-01
3.353294372558593750e+00 9.317719936370849609e-01 -1.297287940979003906e-01 -5.374541282653808594e-01 -7.330615520477294922e-01 -6.174688935279846191e-01 4.257000000000000000e+03 4.530000000000000249e+00 -3.999999999999996891e-01
3.383281707763671875e+00 9.323182106018066406e-01 -1.287324428558349609e-01 -5.387583374977111816e-01 -7.355489432811737061e-01 -6.198507845401763916e-01 4.257000000000000000e+03 4.530000000000000249e+00 -3.499999999999996447e-01
3.373294830322265625e+00 9.345219135284423828e-01 -1.279990673065185547e-01 -5.397478938102722168e-01 -7.378547787666320801e-01 -6.221169084310531616e-01 4.257000000000000000e+03 4.530000000000000249e+00 -2.999999999999996003e-01
3.377990722656250000e+00 9.417853355407714844e-01 -1.279518604278564453e-01 -5.405944585800170898e-01 -7.398844957351684570e-01 -6.241783201694488525e-01 4.257000000000000000e+03 4.530000000000000249e+00 -2.499999999999995559e-01
3.424007415771484375e+00 9.444379806518554688e-01 -1.282837986946105957e-01 -5.413235425949096680e-01 -7.412413954734802246e-01 -6.257208585739135742e-01 4.257000000000000000e+03 4.530000000000000249e+00 -1.999999999999995115e-01
3.178768157958984375e+00 8.877186775207519531e-01 -1.305217742919921875e-01 -5.203619003295898438e-01 -7.062988281250000000e-01 -5.898267626762390137e-01 4.277000000000000000e+03 4.530000000000000249e+00 -8.000000000000000444e-01
3.171916961669921875e+00 8.882188796997070312e-01 -1.311087608337402344e-01 -5.207087993621826172e-01 -7.070960402488708496e-01 -5.908044576644897461e-01 4.277000000000000000e+03 4.530000000000000249e+00 -7.500000000000000000e-01
3.206687927246093750e+00 8.928279876708984375e-01 -1.307899951934814453e-01 -5.223213434219360352e-01 -7.086781263351440430e-01 -5.922850370407104492e-01 4.277000000000000000e+03 4.530000000000000249e+00 -6.999999999999999556e-01
3.225131988525390625e+00 8.966269493103027344e-01 -1.309223175048828125e-01 -5.234735012054443359e-01 -7.106720209121704102e-01 -5.940129160881042480e-01 4.277000000000000000e+03 4.530000000000000249e+00 -6.499999999999999112e-01
3.245426177978515625e+00 8.996262550354003906e-01 -1.317126750946044922e-01 -5.248146057128906250e-01 -7.129191160202026367e-01 -5.962303876876831055e-01 4.277000000000000000e+03 4.530000000000000249e+00 -5.999999999999998668e-01
3.288841247558593750e+00 9.063158035278320312e-01 -1.324980258941650391e-01 -5.268522500991821289e-01 -7.151692509651184082e-01 -5.984578728675842285e-01 4.277000000000000000e+03 4.530000000000000249e+00 -5.499999999999998224e-01
3.299419403076171875e+00 9.104905128479003906e-01 -1.319407224655151367e-01 -5.284278392791748047e-01 -7.178579270839691162e-01 -6.006359159946441650e-01 4.277000000000000000e+03 4.530000000000000249e+00 -4.999999999999997780e-01
3.317403793334960938e+00 9.137630462646484375e-01 -1.315667629241943359e-01 -5.298565626144409180e-01 -7.206197082996368408e-01 -6.033919751644134521e-01 4.277000000000000000e+03 4.530000000000000249e+00 -4.499999999999997335e-01
3.323665618896484375e+00 9.155535697937011719e-01 -1.320054531097412109e-01 -5.314627289772033691e-01 -7.232568264007568359e-01 -6.059081703424453735e-01 4.277000000000000000e+03 4.530000000000000249e+00 -3.999999999999996891e-01
3.362806320190429688e+00 9.209539890289306641e-01 -1.318482160568237305e-01 -5.335219502449035645e-01 -7.259787321090698242e-01 -6.085308790206909180e-01 4.277000000000000000e+03 4.530000000000000249e+00 -3.499999999999996447e-01
3.368932723999023438e+00 9.231550693511962891e-01 -1.311159133911132812e-01 -5.342315435409545898e-01 -7.280874550342559814e-01 -6.105455756187438965e-01 4.277000000000000000e+03 4.530000000000000249e+00 -2.999999999999996003e-01
3.390502929687500000e+00 9.279949665069580078e-01 -1.309555768966674805e-01 -5.352535843849182129e-01 -7.296592295169830322e-01 -6.123102605342864990e-01 4.277000000000000000e+03 4.530000000000000249e+00 -2.499999999999995559e-01
3.379840850830078125e+00 9.272508621215820312e-01 -1.307591199874877930e-01 -5.353775024414062500e-01 -7.308289110660552979e-01 -6.135473251342773438e-01 4.277000000000000000e+03 4.530000000000000249e+00 -1.999999999999995115e-01
3.140785217285156250e+00 8.731069564819335938e-01 -1.317493915557861328e-01 -5.141453742980957031e-01 -6.973522901535034180e-01 -5.790986120700836182e-01 4.297000000000000000e+03 4.530000000000000249e+00 -8.000000000000000444e-01
3.143512725830078125e+00 8.738698959350585938e-01 -1.328270435333251953e-01 -5.159076452255249023e-01 -6.982522606849670410e-01 -5.803616940975189209e-01 4.297000000000000000e+03 4.530000000000000249e+00 -7.500000000000000000e-01
3.180057525634765625e+00 8.794417381286621094e-01 -1.335847377777099609e-01 -5.164756774902343750e-01 -6.997376680374145508e-01 -5.815110206604003906e-01 4.297000000000000000e+03 4.530000000000000249e+00 -6.999999999999999556e-01
